"","Sigma","Type","M","Participant","Graph.Type","Error","Error..unsigned.","Index","Filepath","isValidation","mean"
"1468",0.1,"quad",0.2,"P18","area",0.11,0.11,28,"img/quad/area/s0.1m0.2/",0,0.005
"1469",0.2,"line",-0.8,"P18","area",0.03,0.03,29,"img/line/area/s0.2m-0.8/",0,0.005
"1470",0.1,"trig",0.8,"P18","area",0.03,0.03,30,"img/trig/area/s0.1m0.8/",0,0.005
"1471",0.1,"line",-0.2,"P18","line",-0.06,0.06,31,"img/line/line/s0.1m-0.2/",0,0.005
"1472",0.15,"quad",-0.1,"P18","area",0,0,32,"img/quad/area/s0.15m-0.1/",0,0.005
"1473",0.2,"trig",0.4,"P18","scatter",0.1,0.1,33,"img/trig/scatter/s0.2m0.4/",0,0.005
"1474",0.05,"quad",0.2,"P18","line",0.01,0.01,34,"img/quad/line/s0.05m0.2/",0,0.005
"1475",0.15,"line",-0.4,"P18","area",0.03,0.03,35,"img/line/area/s0.15m-0.4/",0,0.005
"1476",0.1,"trig",0.4,"P18","area",-0.02,0.02,36,"img/trig/area/s0.1m0.4/",0,0.005
"1477",0.1,"line",0.4,"P18","line",0.03,0.03,37,"img/line/line/s0.1m0.4/",0,0.005
"1478",0.15,"quad",-0.8,"P18","scatter",-0.04,0.04,39,"img/quad/scatter/s0.15m-0.8/",0,0.005
"1479",0.05,"trig",-0.4,"P18","scatter",0.01,0.01,40,"img/trig/scatter/s0.05m-0.4/",0,0.005
"1480",0.2,"quad",-0.2,"P18","area",-0.11,0.11,41,"img/quad/area/s0.2m-0.2/",0,0.005
"1481",0.2,"line",0.8,"P18","scatter",0.16,0.16,42,"img/line/scatter/s0.2m0.8/",0,0.005
"1482",0.15,"trig",0.2,"P18","area",0.09,0.09,43,"img/trig/area/s0.15m0.2/",0,0.005
"1483",0.2,"line",0.4,"P18","line",0.02,0.02,44,"img/line/line/s0.2m0.4/",0,0.005
"1484",0.15,"quad",0.1,"P18","line",0.19,0.19,45,"img/quad/line/s0.15m0.1/",0,0.005
"1485",0.2,"trig",0.8,"P18","line",0.02,0.02,46,"img/trig/line/s0.2m0.8/",0,0.005
"1486",0.15,"quad",0.4,"P18","line",-0.01,0.01,47,"img/quad/line/s0.15m0.4/",0,0.005
"1487",0.05,"line",-0.8,"P18","scatter",-0.02,0.02,48,"img/line/scatter/s0.05m-0.8/",0,0.005
"1488",0.05,"trig",-0.4,"P18","area",0,0,49,"img/trig/area/s0.05m-0.4/",0,0.005
"1489",0.1,"line",-0.2,"P18","scatter",-0.12,0.12,50,"img/line/scatter/s0.1m-0.2/",0,0.005
"1490",0.15,"quad",0.8,"P18","area",0.12,0.12,51,"img/quad/area/s0.15m0.8/",0,0.005
"1491",0.2,"trig",0.1,"P18","line",0.03,0.03,52,"img/trig/line/s0.2m0.1/",0,0.005
"1492",0.1,"quad",-0.8,"P18","scatter",-0.05,0.05,53,"img/quad/scatter/s0.1m-0.8/",0,0.005
"1493",0.2,"line",-0.8,"P18","line",0.05,0.05,54,"img/line/line/s0.2m-0.8/",0,0.005
"1494",0.2,"trig",0.1,"P18","area",0.02,0.02,55,"img/trig/area/s0.2m0.1/",0,0.005
"1495",0.05,"line",-0.2,"P18","area",-0.03,0.03,56,"img/line/area/s0.05m-0.2/",0,0.005
"1496",0.2,"quad",-0.2,"P18","scatter",-0.17,0.17,58,"img/quad/scatter/s0.2m-0.2/",0,0.005
"1497",0.1,"trig",-0.4,"P18","scatter",-0.01,0.01,59,"img/trig/scatter/s0.1m-0.4/",0,0.005
"1498",0.2,"quad",0.8,"P18","area",0.09,0.09,60,"img/quad/area/s0.2m0.8/",0,0.005
"1499",0.15,"line",-0.2,"P18","scatter",-0.11,0.11,61,"img/line/scatter/s0.15m-0.2/",0,0.005
"1500",0.1,"trig",-0.8,"P18","line",-0.02,0.02,62,"img/trig/line/s0.1m-0.8/",0,0.005
"1501",0.1,"line",0.2,"P18","line",0.04,0.04,63,"img/line/line/s0.1m0.2/",0,0.005
"1502",0.1,"quad",-0.8,"P18","area",-0.05,0.05,64,"img/quad/area/s0.1m-0.8/",0,0.005
"1503",0.05,"trig",-0.4,"P18","line",0.01,0.01,65,"img/trig/line/s0.05m-0.4/",0,0.005
"1504",0.05,"quad",-0.1,"P18","scatter",0,0,66,"img/quad/scatter/s0.05m-0.1/",0,0.005
"1505",0.1,"line",-0.1,"P18","scatter",-0.09,0.09,67,"img/line/scatter/s0.1m-0.1/",0,0.005
"1506",0.15,"trig",0.2,"P18","line",0.05,0.05,68,"img/trig/line/s0.15m0.2/",0,0.005
"1507",0.05,"line",0.4,"P18","area",0.02,0.02,69,"img/line/area/s0.05m0.4/",0,0.005
"1508",0.15,"quad",0.8,"P18","scatter",0.1,0.1,70,"img/quad/scatter/s0.15m0.8/",0,0.005
"1509",0.1,"trig",-0.4,"P18","line",0.01,0.01,71,"img/trig/line/s0.1m-0.4/",0,0.005
"1510",0.15,"quad",-0.4,"P18","line",-0.11,0.11,72,"img/quad/line/s0.15m-0.4/",0,0.005
"1511",0.1,"line",-0.4,"P18","area",0.06,0.06,73,"img/line/area/s0.1m-0.4/",0,0.005
"1512",0.2,"trig",0.2,"P18","area",0.1,0.1,74,"img/trig/area/s0.2m0.2/",0,0.005
"1513",0.15,"line",0.1,"P18","area",-0.03,0.03,75,"img/line/area/s0.15m0.1/",0,0.005
"1514",0.2,"quad",-0.4,"P18","area",0.11,0.11,77,"img/quad/area/s0.2m-0.4/",0,0.005
"1515",0.1,"trig",0.8,"P18","line",0,0,78,"img/trig/line/s0.1m0.8/",0,0.005
"1516",0.15,"quad",0.1,"P18","scatter",0.02,0.02,79,"img/quad/scatter/s0.15m0.1/",0,0.005
"1517",0.2,"line",0.1,"P18","scatter",0.08,0.08,80,"img/line/scatter/s0.2m0.1/",0,0.005
"1518",0.2,"trig",-0.1,"P18","scatter",-0.19,0.19,81,"img/trig/scatter/s0.2m-0.1/",0,0.005
"1519",0.05,"line",-0.2,"P18","scatter",0.03,0.03,82,"img/line/scatter/s0.05m-0.2/",0,0.005
"1520",0.15,"quad",-0.1,"P18","line",-0.06,0.06,83,"img/quad/line/s0.15m-0.1/",0,0.005
"1521",0.05,"trig",0.4,"P18","line",-0.01,0.01,84,"img/trig/line/s0.05m0.4/",0,0.005
"1522",0.15,"quad",-0.2,"P18","area",-0.02,0.02,85,"img/quad/area/s0.15m-0.2/",0,0.005
"1523",0.05,"line",-0.2,"P18","line",0,0,86,"img/line/line/s0.05m-0.2/",0,0.005
"1524",0.05,"trig",0.4,"P18","scatter",0.01,0.01,87,"img/trig/scatter/s0.05m0.4/",0,0.005
"1525",0.15,"line",-0.1,"P18","scatter",-0.11,0.11,88,"img/line/scatter/s0.15m-0.1/",0,0.005
"1526",0.15,"quad",0.8,"P18","line",0.05,0.05,89,"img/quad/line/s0.15m0.8/",0,0.005
"1527",0.1,"trig",0.4,"P18","scatter",0.06,0.06,90,"img/trig/scatter/s0.1m0.4/",0,0.005
"1528",0.15,"quad",0.4,"P18","area",0.15,0.15,91,"img/quad/area/s0.15m0.4/",0,0.005
"1529",0.05,"line",0.8,"P18","area",0,0,92,"img/line/area/s0.05m0.8/",0,0.005
"1530",0.15,"trig",-0.4,"P18","scatter",-0.07,0.07,93,"img/trig/scatter/s0.15m-0.4/",0,0.005
"1531",0.2,"line",0.4,"P18","area",0.07,0.07,94,"img/line/area/s0.2m0.4/",0,0.005
"1532",0.1,"quad",0.1,"P18","scatter",0.11,0.11,95,"img/quad/scatter/s0.1m0.1/",0,0.005
"1533",0.05,"trig",0.1,"P18","area",0.01,0.01,96,"img/trig/area/s0.05m0.1/",0,0.005
"1534",0.15,"quad",-0.2,"P18","line",-0.08,0.08,97,"img/quad/line/s0.15m-0.2/",0,0.005
"1535",0.2,"line",0.2,"P18","line",0.12,0.12,98,"img/line/line/s0.2m0.2/",0,0.005
"1536",0.2,"trig",-0.4,"P18","scatter",-0.11,0.11,99,"img/trig/scatter/s0.2m-0.4/",0,0.005
